ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
536178		 	Reaktionsprodukt von Diphenylamin, Phenothiazin und Alkenen, verzweigt (C8-10, C9-reich)
536179	159939-85-2	 	4-((3-Chlorphenyl)(1H-imidazol-1-yl)methyl)-1,2-benzoldiamindihydrochlorid
536180	3724-43-4	 	Chlor-N,N-dimethylformiminiumchlorid
536181	51229-78-8	 	cis-1-(3-Chlorallyl)-3,5,7-triaza-1-azoniaadamantanchlorid
536182	199327-61-2	 	7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-on (Gehalt an Formamid (EG-Nr.200-842-0) < 0,5 %)
536183	199327-61-2	 	7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-on (Gehalt an Formamid (EG-Nr.200-842-0) >= 0,5 %)
536184	220444-73-5	 	Reaktionsprodukte von Diisopropanolamin mit Formaldehyd (1:4)
536185	179474-79-4	 	1-(3-Methoxypropyl)-4-piperidinamin
536186	137864-22-3	 	Benzyl(S)-2-((2'-cyanobiphenyl-4-ylmethyl)pentanoylamino)-3-methylbutyrat
536187	35687-90-2	 	Tripropylammonium-dihydrogenphosphat
536188	227085-51-0	 	N-Ethyl-3-trimethoxysilyl-2-methyl-propanamin
536189	121451-05-6	 	3,5-Dichlor-2-fluor-4-(1,1,2,3,3,3-hexafluorpropoxy)anilin
536190	191617-13-7	 	Bis(2-hydroxyethyl)-(2-hydroxypropyl)ammoniumacetat
536191	202197-26-0	 	3-Chlor-4-(3-fluorbenzyloxy)anilin
536192		 	Bis(hydriertes Talgalkyl C16-18-alkyl)hydroxylamin
536193		 	Gemisch aus  1-(Di(4-octylphenyl)aminomethyl)-5-methyl-1H-benzotriazol und  1-(Di(4-octylphenyl)aminomethyl)-4-methyl-1H-benzotriazol
536194		 	(S)-Azetidin-2-carbonsäure-4-cyanobenzylamid-hydrochlorid
536195	160987-57-5	 	Gemisch aus  Ethyl-2-((4-(5,6-dichlorbenzothiazol-2-ylazo)phenyl)ethylamino)benzoat und  Ethyl-2-((4-(6,7-dichlorbenzo-thiazol-2-ylazo)phenyl)ethylamino)benzoat
536196		 	Ammonium-(eta-6-2-(2-(1,2-dicarboxylatoethylamino)ethylamino)butan-1,4-dioato(4-))Eisen(3+)-Monohydrat
536197		 	Alkyl (Rapsöl), Bis(2-hydroxyethyl)ammoniumfluorid
536198		 	(R,S)-1-(2-Amino-1(4-methoxyphenyl)ethyl)cyclohexanolacetat
536199	206565-89-1	 	Fettsäuren, C18-ungesättigt., Dimere, Reaktionsprodukte mit 1-Piperazinethanamin und Tallöl
536200	500717-36-2	 	1-Amino-4-((4-amino-2-sulfofenyl)amino)-9,10-dihydro-9,10-dioxo-2-anthracensulfonsäure, Dinatriumsalz, Reaktionsprodukte mit 2-((3-((4,6-Dichlor-1,3,5-triazin-2-yl)ethylamino)phenyl)sulfonyl)ethylhydrogensulfat, Natriumsalze
536201	586372-44-3	 	Gemisch aus  Kalium/Natrium-4-Amino-3-(4-ethensulfonyl-2-sulfonatophenylazo)-5-hydroxy-6-(5-(4-chlor-6-(4-(2-sulfonatooxyethansulfonyl)phenylamino)-1,3,5-triazin-2-ylamino)-2-sulfonatophenylazo)naphthalen-2,7-disulfonat und  Kalium/Natrium-4-Amino-5-hydroxy-6-(5-(4-chlor-6-(4-(2-sulfonatooxyethansulfonyl)phenylamino)-1,3,5-triazin-2-ylamino)-2-sulfonatophenylazo)-3-(2-sulfonato-4-(2-sulfonato-oxyethansulfonyl)phenylazo)naphthalen-2,7-disulfonat
536202	144177-62-8	 	(R,S)-2-Amino-3,3-dimethylbutanamid
536203	125116-23-6	 	Metconazol
536204	183196-57-8	 	Kalium-1-methyl-3-morpholinocarbonyl-4-(3-(1-methyl-3-morpholinocarbonyl-5-oxo-2-pyrazolin-4-yliden)-1-propenyl)pyrazol-5-olat (Gehalt an N,N-Dimethylformamid < 0,5 %)
536205	183196-57-8	 	Kalium-1-methyl-3-morpholinocarbonyl-4-(3-(1-methyl-3-morpholinocarbonyl-5-oxo-2-pyrazolin-4-yliden)-1-propenyl)pyrazol-5-olat (Gehalt an N,N-Dimethylformamid >= 0,5 %)
536206	160194-26-3	 	1-(3-Iodo-4-aminobenzyl)-1H-1,2,4-triazol
536207	135756-61-5	 	1,3-Bis(dimethylcarbamoyl)-imidazoliumchlorid
536208	142623-48-1	 	3-(4-Chlor-2-fluor-5-methylphenyl)-1-methyl-5-(trifluormethyl)-1H-pyrazol
536209	189012-93-9	 	4-Hydroxy-7-(2-aminoethyl)-1,3-benzothiazol-2(3H)-on-hydrochlorid
536210	106461-41-0	 	2,4-Dihydro-4-(4-(4-(4-hydroxyphenyl)-1-piperazinyl)phenyl)-2-(1-methylpropyl)-3H-1,2,4-triazol-3-on
536211	26157-73-3	 	N,N',N''-Tris(2-methyl-2,3-epoxypropyl)-perhydro-2,4,6-oxo-1,3,5-triazin
536212	444065-11-6	 	2-(4-tert-Butylphenyl)-6-cyano-5-(bis(ethoxycarbonylmethyl)carbamoyloxy)-1H-pyrrolo(1,2-b)(1,2,4)triazol-7-carbonsäure-2,6-di-tert-butyl-4-methylcyclohexylester
536213	379268-96-9	 	2-Hexyldecansäure-(4-(6-tert-butyl-7-chlor-1H-pyrazolo(1,5-b)(1,2,4)triazol-2-yl)phenylcarbamoyl)methylester
536214	363138-44-7	 	11-Amino-3-chlor-6,11-dihydro-5,5-dioxo-6-methyl-dibenzo-(c,f)(1,2)thiazepin-hydrochlorid
536215		 	Pentakalium-2-(4-(5-(1-(2,5-disulfonatophenyl)-4,5-dihydro-3-methylcarbamoyl-5-oxopyrazol-4-yliden)-3-methyl-1,3-pentadienyl)-3-methylcarbamoyl-5-oxidopyrazol-1-yl)benzol-1,4-disulfonat
536216		 	5-(2-Bromphenyl)-2-tert-butyl-2H-tetrazol
536217		 	Bis-(6-hydroxy-4-methyl-5-(3-methylimidazolium-1-yl)-3-(4-phenylazo)-1H-pyridin-2-on)ethylendilactat
536218		 	Hauptbestandteil 1 (Isomer 1):  2-(6-Fluor-4-(3-(2,5-disulfophenylazo)-4-hydroxy-2-sulfonapht-7-ylamino)-1,3,5-triazin-2-ylamino)-3-(6-fluor-4-(3-(1,5-disulfonaphth-2-ylazo)-4-hydroxy-2-sulfonaphth-7-ylamino)-1,3,5-triazin-2-ylamino)-propan, Natriumsalz  Hauptbestandteil 1 (Isomer 2):  2-(6-Fluor-4-(3-(2,5-disulfo-phenylazo)-4-hydroxy-2-sulfonaphth-7-yl-amino)-1,3,5-triazin-2-ylamino)-3-(6-fluor-4-(3-(2,5-disulfo-phenylazo)-4-hydroxy-2-sulfonaphth-7-ylamino)-1,3,5-triazin-2-ylamino)-propan, Natriumsalz  Hauptbestandteil 2:  2,3-bis(6-Fluor-4-(3-(2,5-disulfo-phenylazo)-4-hydroxy-2-sulfonaphth-7-ylamino)-1,3,5-triazin-2-ylamino)-propan,Natriumsalz  Hauptbestandteil 3:  2,3-bis-(6-Fluor-4-(3-(1,5-disulfonaphth-2-ylazo)-4-hydroxy-2-sulfonaphth-7-ylamino)-1,3,5-triazin-2-ylamino)-propan, Natriumsalz
536219		 	1-Imidazol-1-yl-octadecan-2-ol
536220		 	Dimethyl-1-((2-methoxy-5-(2-methyl-butoxycarbonyl)phenylcarbamoyl)-(2-octadecyl-1,1-dioxo-1,2,4-benzothiadiazin-3-yl)-methyl)-imidazol-4,5-dicarboxylat
536221	243858-60-8	 	Dinatrium-2-(5-carbamoyl-1-ethyl-2-hydroxy-4-methyl-6-oxo-1,6-dihydro-pyridin-3-ylazo)-4-(4-fluor-6-(4-(2-sulfonyloxy-ethylsulfonyl)-phenylamino)-1,3,5-triazin-2-ylamino)benzolsulfonat
536222	138937-28-7	 	5,6-Dihydroxy-2,3-dihydro-1H-indoliumbromid
536223	3147-77-1	 	2-(2-Hydroxy-4-octyloxyphenyl)-2H-benzotriazol
536224	82911-69-1	 	(2,5-Dioxopyrrolidin-1-yl)-9H-fluoren-9-ylmethylcarbonat
536225	7305-71-7	 	2-Amino-5-methylthiazol
536226	5271-27-2	 	1-Methyl-3-phenyl-1-piperazin
536227	105813-13-6	 	(-)(3S,4R)-4-(4-Fluorphenyl)-3-(3,4-methylendioxy-phenoxymethyl)-N-benzylpiperidinhydrochlorid
536228	152460-07-6	 	Methyl-5-nitrophenyl-guanidin
536229		 	2-(4-Methyl-2-phenyl-1-piperazinyl)benzolmethanolmonohydrochlorid
536230	173838-67-0	 	2-(4-(4-(3-Pyridinyl)-1H-imidazol-1-yl)butyl)-1H-isoindol-1,3-(2H)-dion
536231	7693-82-5	 	4-Decyloxazolidin-2-on
536232		 	Tetrakalium-4-(5-(3-carboxylato-4,5-dihydro-5-oxo-1-(4-sulfonatophenyl)pyrazol-4-yliden)-3-(piperidinocarbonyl)penta-1,3-dienyliden)-5-hydroxy-1-(4-sulfonatophenyl)pyrazol-3-carboxylat
536233		 	4,4'-Methylen-bis(3-chlor-2,6-di-ethylphenylisocyanat)
536234	139756-01-7	 	1-Methyl-4-nitro-3-propyl-1H-pyrazol-5-carboxamid
536235	113614-08-7	 	Beflubutamid
536236	168612-06-4	 	N,N-Dibutyl-(2,5-dihydro-5-thioxo-1H-tetrazol-1-yl)acetamid
536237	136997-71-2	 	1-Dimethylcarbamoyl-4-(2-sulfonatoethyl)pyridinium
536238	92771-56-7	 	4-(4-(2,2-Dimethyl-propanamido))phenylazo-3-(2-chlor-5-(2-(3-pentadecylphenoxy)butylamido)-anilino)-1-(2,4,6-trichlorphenyl)-2-pyrazolin-5-on
536239	6485-67-2	 	(2R)-2-Amino-2-phenylacetamid
536240	102333-75-5	 	2-(para-Chlorphenyl)glycinamid
536241	14691-89-5	 	N-(2,2,6,6-Tetramethyl-1-oxylpiperidin-4-yl)acetamid
536242	151257-01-1	 	2-Butyl-1,3-diazaspiro(4.4)non-1-en-4-on-hydrochlorid
536243	202483-62-3	 	2-(2-Hexyldecyloxy)benzamid
536244	217324-98-6	 	(3-(4-(2-(Butyl-(4-methylphenylsulfonyl)-amino)-phenylthio)-5-oxo-1-(2,4,6-trichlorphenyl)-4,5-dihydro-1H-pyrazol-3-yl-amino)-4-chlorphenyl)tetradecanamid
536245	52583-35-4	 	N-(5-(bis(2-Methoxyethyl)amino)-2-((2-cyano-4,6-dinitrophenyl)-azo)phenyl)acetamid
536246	16634-82-5	 	2-Chlor-N-(4-methylphenyl)acetamide
536247	27366-72-9	 	N,N-(Dimethylamino)thioacetamid-hydrochlorid
536248	17417-32-2	 	4'-Methyldodecan-1-sulfonanilid
536249	214417-91-1	 	N'-(1,3-Dimethylbutyliden)-3-hydroxy-2-naphthohydrazid
536250	1854-15-5	 	N-Dodecyl-4-methoxybenzamid
536251	105043-55-8	 	3-Methyl-N-(5,8,13,14-tetrahydro-5,8,14-trioxonaphth(2,3-c)acridin-6-yl)benzamid
536252	53641-10-4	 	N,N'-(2-Chlor-1,4-phenylen)bis(3-oxobutanamid)
536253	221215-20-9	 	2-(5,5-Dimethyl-2,4-dioxooxazolidin-3-yl)-4,4-dimethyl-3-oxo-N-(2-methoxy-5-octadecanoylaminophenyl)pentansäureamid
536254	452962-97-9	 	N-(5-(Bis-(2-methoxy-ethyl)-amino)-2-(6-brom-2-methyl-1,3-dioxo-2,3-dihydro-1H-isoindol-5-ylazo)-phenyl)acetamid
536255	64026-19-3	 	N-Decyl-4-nitrobenzamid
536256	406488-30-0	 	2-Ethyl-N-methyl-N-(3-methylphenyl)butanamid
536257	727678-39-9	 	2-(2-(3-Butoxypropyl)-1,1-dioxo-1,2,4-benzothiadiazin-3-yl)-5'-tert-butyl-2-(5,5-dimethyl-2,4-dioxo-1,3-oxazolidin-3-yl)-2'-((2-ethylhexyl)thio)-acetanilid
536258	368450-39-9	 	N-(2-(2-Butyl-4,6-dicyano-1,3-dioxo-2,3-dihydro-1H-isoindol-5-ylazo)-5-diethylamino-phenyl)acetamid
536259	34640-92-1	 	2,2-Diethoxy-N,N-dimethylacetamid
536260		 	Dinatriumsalz von 1-Hydroxy-4-(beta-(4-(1-hydroxy-3,6-disulfo-8-acetylamino-2-naphthylazo)phenoxy)ethoxy)-N-dodecyl-2-naphthamid
536261		 	Gemisch aus  Kalium-N-(3-(dimethyloxidamino)propyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoroctan-sulfonamidat und  N-(3-(Dimethyloxidamino)propyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoroctan-sulfonamid
536262		 	1,3-Bis(12-hydroxy-octadecamid-N-methylen)-benzol
536263		 	Gemisch aus  N,N'-Ethan-1,2-diylbis(hexanamid);  12-Hydroxy-N-(2-((1-oxyhexyl)amino)ethyl)octadecanamid und  N,N'-Ethan-1,2-diylbis(12-hydroxyoctadecanamid)
536264	220926-97-6	 	12-Hydroxyoctadecansäure, Reaktionsprodukte mit 1,3-Benzol-dimethanamin und Hexamethylendiamin
536265		 	Gemisch aus  2,2'-((3,3'-Dichlor(1,1'-biphenyl)-4,4'-diyl)-bis(azo))bis(N-(2,4-dimethylphenyl))-3-oxobutanamid;  2-((3,3'-Dichlor-4'-((1(((2,4-dimethylphenyl)amino)carbonyl)-2-oxopropyl)azo)(1,1'-biphenyl)-4-yl)azo)-N-(2-methylphenyl)-3-oxobutanamid und  2-((3,3'-Dichlor-4'-((1(((2,4-dimethylphenyl)amino)carbonyl)-2-oxopropyl)azo)(1,1'-biphenyl)-4-yl)azo)-N-(2-carboxylphenyl)-3-oxobutanamid
536266		 	Gemisch aus  N-(5-(Bis-(2-methoxy-ethyl)-amino)-2-(2-butyl-4,6-dicyano-1,3-dioxo-2,3-dihydro-1H-isoindol-5-yl-azo)-phenyl)-acetamid und  N-(2-(2-Butyl-4,6-dicyano-1,3-dioxo-2,3-dihydro-1H-isoindol-5-ylazo)-5-diethylamino-phenyl)acetamid
536267	122886-55-9	 	N,N''-(Methylendi-4,1-phenylen)bis(N'-octylharnstoff)
536268		 	Gemisch aus  1,2-Dimethylpropyliden-dihydroperoxid und  Dimethyl-1,2-benzoldicarboxylat
536269	80498-15-3	 	Laccase
536270		 	Trialkylborane, flüssig
536290		 78-18-2  2407-94-5  2699-11-8  12262-58-7	1-Hydroperoxycyclohexyl-1-hydroxycyclohexylperoxid (1);  1,1'-Dioxybiscyclohexan-1-ol (2);  Cyclohexylidenhydroperoxid (3);  Cyclohexanone, Peroxid (4)(Lösungen <=91 %)
536291	731-27-1	 	Tolylfluanid (Gehalt an Partikeln mit einem aerodynamischen Durchmesser unter 50 µm < 0,1 Gew.-%)
536292		 	Phenylzinnverbindungen
536293		 11138-47-9  12040-72-1  10332-33-9  15120-21-5	Perborsäure, Natriumsalz [1] Perborsäure, Natriumsalz, Monohydrat [2] Perborsäure (HBO(O2)), Natriumsalz, Monohydrat [3] Natriumperoxoborat [4]  Natriumperborat [5]
536299		 68649-11-6  68649-12-7	Polyalphaolefine
536301	8032-32-4	 64742-49-0	Petrolether
536302	68476-30-2	 	Heizöl EL
536303	68476-34-6	 68334-30-5	Dieselkraftstoff
536304	754-12-1	 	2,3,3,3-Tetrafluorprop-1-en
536320	1521-51-3	 	3-Bromcyclohexen
536322	57960-19-7	 	Acequinocyl
536324	66603-10-9	 	N-Cyclohexylhydroxydiazen-1-oxid, Kaliumsalz 
536325		 	Ethylzinnverbindungen
536326		 	Monomethylzinnverbindungen
536327		 	Bis[methylzinndi(isooctylmercaptoacetat)]sulfid
536328	59118-99-9	 	Bis[methylzinndi(2-mercaptoethyloleat)]-sulfid
536329		 	Dimethylzinnverbindungen
536330		 	Bis[dimethylzinn(isooctylmercaptoacetat)]-sulfid
536331		 	Bis[dimethylzinn(2-mercaptoethyloleat)]-sulfid
536332	82657-04-3	 	Bifenthrin
536333	173584-44-6	 	Indoxacarb
536334	144171-61-9	 	Gemisch aus (S)-Indoxacarb und (R)-Indoxacarb 75:25
536335	27083-27-8	 	Polyhexamethylenbiguanid
536336	32289-58-0	 	Polyhexamethylenbiguanid Hydrochlorid
536337	189278-12-4	 	Proquinazid
536338	88-89-1	 	Pikrinsäure, angefeuchtet mit mindestens 30 Masse% Wasser
536339	623-53-0	 	Ethylmethylcarbonat
536340	473798-59-3	 	Fenpyrazamin
536341	9003-11-6	 	Polyethylenpolypropylenglykol
536342	29118-24-9	 	trans-1,3,3,3-Tetrafluorpropen
536343	10378-47-9	 	Ammoniumcer(IV)-sulfatdihydrat
536344	66687-07-8	 	Anilinblau, Diammoniumsalz
536345	2052-01-9	 	2-Brom-2-methylpropionsäure 
536346	8004-92-0	 	Chinolingelb
536347	8006-28-8	 1305-62-0  1310-73-2	Natronkalk
536349	126019-82-7	 	Tris[(2- oder 4-)C9-C10-isoalkylphenyl]thiophosphat
536351	335104-84-2	 	Tembotrion
536352	71283-80-2	 	Fenoxaprop-P-ethyl
536353	203313-25-1	 	Spirotetramat
536354	126535-15-7	 	Triflusulfuron-methyl
536355	149877-41-8	 	Bifenazat
536356	374726-62-2	 	Mandipropamid
536357	158062-67-0	 	Flonicamid
536358	946578-00-3	 	Sulfoxaflor
536359	37680-73-2	 	2,2′,4,5,5′-Pentachlorbiphenyl
536360	35065-28-2	 	2,2′,3,4,4′,5′-Hexachlorbiphenyl
536361	35065-29-3	 	2,2′,3,4,4′,5,5′-Heptachlorbiphenyl
536362	1072957-71-1	 	Benzovindiflupyr
536363	658066-35-4	 	Fluopyram
536364	130328-20-0	 	Silber-Zink-Zeolith
536365	3830-45-3	 	Natriumnonadecafluordecanoat
536366	1065124-65-3	 	2,3,5,6-Tetrafluor-4-(methoxymethyl)benzyl-(Z)-(1R,3R)-3-(2-cyanoprop-1-enyl)-2,2-dimethylcyclopropancarboxylat
536367		 	Reaktionsprodukte von Paraformaldehyd und 2-Hydroxypropylamin (Verhältnis 3:2) [aus 3,3′-Methylenbis[5-methyloxazolidin freigesetztes Formaldehyd] [aus Oxazolidin freigesetztes Formaldehyd] [MBO]
536368		 	Reaktionsprodukte von Paraformaldehyd und 2-Hydroxypropylamin (Verhältnis 1:1) [aus alpha,alpha,alpha-Trimethyl-1,3,5-triazin-1,3,5-(2H,4H,6H)-triethanol freigesetztes Formaldehyd] [HPT]
536369	86347-14-0	 	(RS)-4-[1-(2,3-Dimethylphenyl)ethyl]-1H-imidazol
536370	111988-49-9	 	Thiacloprid
536371	183675-82-3	 	Penthiopyrad
536372	7722-84-1	 	Wasserstoffperoxid 8 ... <35 % 
536373	7722-84-1	 	Wasserstoffperoxid 35 ... <50 % 
536374	7722-84-1	 	Wasserstoffperoxid 50 ... <60 % 
536375	12031-65-1	 	Lithium-Nickeldioxid 
536376	240494-71-7	 	epsilon-Metofluthrin
536377	65733-16-6	 	S-Methopren
536378	243973-20-8	 	Pinoxaden
536379	208465-21-8	 	Mesosulfuron-methyl
536380	148477-71-8	 	Spirodiclofen
536381	958647-10-4	 	Flutianil
536382		 	Reaktionsmasse aus 1-[2-(2-Aminobutoxy)ethoxy]but-2-ylamin und 1-([(2-(2-Aminobutoxy)ethoxy)methyl]propoxy)but-2-ylamin
536383	422556-08-9	 	Pyroxsulam
536384	348635-87-0	 	Amisulbrom
536385	400882-07-7	 	Cyflumetofen
536386	100784-20-1	 	Halosulfuron-methyl
536387	173662-97-0	 	Mandestrobin
536388	139968-49-3	 852403-68-0	Metaflumizon
536389	312600-89-8	 	Bis(N-cyclohexyl-diazenium-dioxy)-kupfer
536390	125225-28-7	 115850-69-6  115937-89-8	Ipconazol
536391	76738-62-0	 	Paclobutrazol
536392	951659-40-8	 	Flupyradifuron
536393	317815-83-1	 	Thiencarbazon-methyl
536394	1417782-03-6	 	Mefentrifluconazol
536395	1003318-67-9	 	Oxathiapiprolin
536396	2527-66-4	 	2-Methyl-1,2-benzothiazol-3(2H)-on
536397	907204-31-3	 	Fluxapyroxad
536398	494793-67-8	 	Penflufen
536399	175217-20-6	 	Silthiofam
536400	9002-93-1	 	Octylphenolethoxylat, Isomere
540000	95481-62-2	 	Dicarbonsäure(C4-C6)dimethylester, Gemisch
540001	27208-37-3	 	Cyclopenta(cd)pyren
570000	89-62-3	 	2-Nitro-p-toluidin
570001	108-16-7	 	1-(Dimethylamino)-2-propanol
570002	111-70-6	 	1-Heptanol
570004	616-47-7	 	1-Methylimidazol
570005	930-55-2	 	N-Nitrosopyrrolidin
570007	1758-68-5	 	1,2-Diaminoanthrachinon
570008	1739-84-0	 	1,2-Dimethylimidazol
570009	527-53-7	 	1,2,3,5-Tetramethylbenzol
570010	140-95-4	 	1,3-Bis(hydroxymethyl)harnstoff
570011	96-21-9	 	1,3-Dibrom-2-propanol
570012	108-70-3	 	1,3,5-Trichlorbenzol
570014	128-95-0	 	1,4-Diaminoanthrachinon
570015	108-00-9	 	2-Aminoethyldimethylamin
570017	121-88-0	 	2-Amino-5-nitrophenol
570018	1747-60-0	 	2-Amino-6-methoxybenzothiazol
570021	920-37-6	 	2-Chloracrylnitril
570022	615-65-6	 	2-Chlor-4-methylanilin
570023	95-81-8	 	2-Chlor-5-methylanilin
570026	95-52-3	 	2-Fluortoluol
570029	78-85-3	 	Methacrylaldehyd
570030	2682-20-4	 	2-Methyl-4-isothiazolin-3-on
570032	105-67-9	 	2,4-Xylenol
570033	2044-88-4	 	2,4-Dinitro-N-methylanilin
570035	823-40-5	 	2-Methyl-m-phenylendiamin
570036	91-10-1	 	2,6-Dimethoxyphenol
570038	462-08-8	 	3-Aminopyridin
570039	120-35-4	 	3-Amino-4-methoxybenzanilid
570042	589-82-2	 	3-Heptanol
570043	13466-78-9	 498-15-7	3-Caren
570044	150-19-6	 	3-Methoxyphenol
570045	494-52-0	 	Anabasin
570046	95-75-0	 	3,4-Dichlortoluol
570047	504-24-5	 	4-Aminopyridin
570048	460-00-4	 	4-Bromfluorbenzol
570049	4635-59-0	 	4-Chlorbutyrylchlorid
570050	59-89-2	 	N-Nitrosomorpholin
570051	99-56-9	 	4-Nitro-o-phenylendiamin
570052	104-40-5	 	4-Nonylphenol, unverzweigt
570053	1761-71-3	 	4,4'-Methylenbis(cyclohexylamin), Isomerengemisch
570054	139-65-1	 	4,4'-Thiodianilin
570056	101-67-7	 	Bis(4-octylphenyl)amin
570058	99-52-5	 	4-Nitro-o-toluidin
570059	91-76-9	 	6-Phenyl-1,3,5-triazin-2,4-diamin
570060	2179-59-1	 	Allylpropyldisulfid
570061	109-57-9	 	Allylthioharnstoff
570064	2582-30-1	 	Aminoguanidiniumhydrogencarbonat
570067	7784-44-3	 	Ammoniumarsenat
570068	131-74-8	 	Ammoniumpikrat
570069	7773-06-0	 	Ammoniumsulfamat
570075	95-14-7	 	Benzotriazol
570076	217-59-4	 	Triphenylen
570078	110-98-5	 	1,1'-Oxydi-2-propanol
570079	97-18-7	 	Bithionol
570080	7784-40-9	 	Blei(II)-hydrogenarsenat
570081	10031-13-7	 	Blei(II)-arsenit
570082	592-05-2	 	Blei(II)-cyanid
570084	506-68-3	 	Bromcyan
570085	98-06-6	 	tert-Butylbenzol
570087	107-71-1	 	tert-Butylperoxyacetat
570089	62-54-4	 114460-21-8	Calciumacetat
570090	27152-57-4	 	Calciumarsenit
570091	13477-36-6	 	Calciumperchlorat
570092	1305-79-9	 	Calciumperoxid
570094	79-92-5	 565-00-4  5794-03-6  5794-04-7	Camphen
570097	19750-95-9	 	Chlordimeformhydrochlorid
570099	7790-91-2	 	Chlortrifluorid
570100	541-25-3	 	Chlorvinyldichlorarsin
570101	95-72-7	 	2-Chlor-p-xylol
570102	13007-92-6	 	Chromhexacarbonyl
570103	14464-46-1	 	Cristobalit
570109	17702-41-9	 	Decaboran
570112	19287-45-7	 	Diboran
570114	598-14-1	 	Dichlorethylarsin
570115	696-28-6	 	Dichlorphenylarsin
570117	538-75-0	 	Dicyclohexylcarbodiimid
570130	101-81-5	 	Diphenylmethan
570131	5714-22-7	 	Dischwefeldecafluorid
570132	7783-05-3	 	Dischwefelsäure
570135	19429-30-2	 	Di-tert-butylzinndichlorid
570139	14484-64-1	 	Ferbam
570141	142-92-7	 	Hexylacetat
570143	8049-17-0	 	Ferrosilicium
570148	107-16-4	 	Glykolonitril
570149	34465-46-8	 	Hexachlordibenzo-p-dioxin, Isomere
570151	7803-49-8	 	Hydroxylamin, wässrige Lösung
570152	83-72-7	 	2-Hydroxy-1,4-naphthochinon
570153	79-30-1	 	Isobutyrylchlorid
570154	4016-14-2	 	Glycidylisopropylether
570155	7784-41-0	 	Kaliumdihydrogenarsenat
570156	10124-50-2	 	Kaliumarsenit
570157	23745-86-0	 	Kaliumfluoracetat
570158	13967-50-5	 	Kaliumdicyanoaurat(I)
570160	7646-93-7	 	Kaliumhydrogensulfat
570161	1310-61-8	 	Kaliumhydrogensulfid
570163	12030-88-5	 	Kaliumhyperoxid
570164	591-89-9	 	Kaliumtetracyanomercurat(II)
570165	7783-33-7	 	Kaliumtetraiodomercurat(II)
570167	10290-12-7	 	Kupfer(II)-arsenit
570168	12002-03-8	 12310-22-4	Kupfer(II)-arsenitacetat
570169	14721-21-2	 	Kupfer(II)-chlorat
570170	1338-02-9	 	Kupfernaphthenate
570174	10103-50-1	 	Magnesiumarsenat
570176	10377-60-3	 15750-45-5  13446-18-9	Magnesiumnitrat
570177	10034-81-8	 18716-62-6  64010-42-0	Magnesiumperchlorat
570178	14452-57-4	 	Magnesiumperoxid
570179	96-64-0	 	Soman
570182	625-45-6	 	Methoxyessigsäure
570183	89-97-4	 	2-Chlorbenzylamin
570184	4152-90-3	 	3-Chlorbenzylamin
570185	104-86-9	 	4-Chlorbenzylamin
570186	534-22-5	 	2-Methylfuran
570190	115-09-3	 	Methylquecksilberchlorid
570191	77430-23-0	 	Methylquecksilberthioacetamid
570192	1317-33-5	 	Molybdän(IV)-sulfid
570195	102-50-1	 	4-Methoxy-o-toluidin
570196	1338-24-5	 	Naphthensäuren
570197	7784-46-5	 	Natriumarsenit
570199	62-76-0	 	Natriumoxalat
570200	13410-01-0	 	Natriumselenat
570201	7757-83-7	 	Natriumsulfit
570204	17861-62-0	 	Nickel(II)-nitrit
570205	1314-06-3	 	Nickel(III)-oxid
570206	12035-72-2	 12035-71-1	Trinickeldisulfid
570208	83-41-0	 	3-Nitro-o-xylol
570209	99-51-4	 	4-Nitro-o-xylol
570210	2832-19-1	 	2-Chlor-N-(hydroxymethyl)acetamid
570211	51-75-2	 	N-Methyl-bis(2-chlorethyl)amin
570212	1116-54-7	 	N-Nitrosodiethanolamin
570214	924-16-3	 	N-Nitrosodibutylamin
570215	621-64-7	 	N-Nitrosodipropylamin
570216	614-00-6	 	N-Nitrosomethylphenylamin
570217	100-75-4	 	N-Nitrosopiperidin
570218	109-61-5	 	Propylchlorformiat
570219	616-39-7	 	Diethylmethylamin
570220	996-35-0	 	N,N-Dimethylisopropylamin
570222	4719-04-4	 	N,N',N"-Tris(2-hydroxyethyl)hexahydro-1,3,5-triazin
570224	106-75-2	 	Oxydiethylenbis(chlorformiat)
570229	873-66-5	 	trans-Propenylbenzol
570230	108-23-6	 	Isopropylchlorformiat
570236	612-52-2	 	2-Naphthylaminhydrochlorid
570237		 	Salze von 2,2'-Dichlor-4,4'-methylendianilin
570238		 	Salze von 3,3'-Dichlorbenzidin
570239		 	Salze von 3,3'-Dimethoxybenzidin
570240		 	Salze von 3,3'-Dimethylbenzidin
570241		 	Salze von 4-Aminobiphenyl
570242	7783-41-7	 	Sauerstoffdifluorid
570243	7783-07-5	 	Selenwasserstoff
570245	13510-44-6	 	Silberarsenat
570246	7782-79-8	 	Stickstoffwasserstoffsäure
570247	68442-68-2	 	Styrolisiertes Diphenylamin
570248	8065-48-3	 	Demeton
570249	7783-80-4	 	Tellur(VI)-fluorid
